1.956418775479169467e-02,1.840803903991891990e-02,1.728929436103841810e-02,1.695922080508903071e-02,1.691016521734468869e-02,1.609069265248118732e-02,1.481903954304639517e-02,1.391797158673637944e-02,1.435849954505262309e-02,1.504743302408978294e-02,1.600184129828690488e-02,1.664502226343852337e-02,1.711563720758858820e-02,1.687515744591039368e-02,1.667144282666999100e-02,1.678039382257424245e-02,1.704638502694399635e-02,1.694832490808502110e-02,1.755503973346328461e-02,1.801062675930222359e-02,1.848462450576231209e-02,1.867080279871569451e-02,1.898603310729220575e-02,1.922025050086232853e-02,1.927135875916509075e-02,1.909673006941250972e-02,1.878179364105412447e-02,1.877729167361785398e-02,1.910361918617057425e-02,1.950859124349181573e-02
-3.242478738009850481e-02,-3.261033859467945412e-02,-3.173854608191967186e-02,-2.851047562837406152e-02,-2.575968523167771612e-02,-2.386737872147080483e-02,-2.384299374021681128e-02,-2.409440044383776361e-02,-2.370352704330676991e-02,-2.294690815856737301e-02,-2.262620720224941054e-02,-2.298695912789112950e-02,-2.211716283464263549e-02,-2.119945368928966012e-02,-2.003539854447053056e-02,-1.904031089479112787e-02,-1.787778742962934514e-02,-1.495808160458145589e-02,-1.285701573045792100e-02,-1.204496214049631704e-02,-1.196456718672266051e-02,-1.124763569749770084e-02,-1.123916624494460982e-02,-1.137171738313691970e-02,-1.099371858644214786e-02,-1.043553312037480418e-02,-9.128806151089801854e-03,-7.807513513888041795e-03,-6.909254017524642418e-03,-6.631466693339781344e-03
-4.119871577661730726e-03,-4.286464414324389280e-03,-4.087120543720120652e-03,-6.993994600606705117e-04,1.416702969863807039e-03,1.087456078286709897e-03,-7.081153889517661322e-04,-1.936623438326485298e-03,-1.478236523170533114e-03,2.466291172559309302e-04,6.787769374730577001e-04,2.107739659519766891e-03,4.322927978471160712e-03,6.270882480540918014e-03,5.879672816903591497e-03,6.917695117704083206e-03,7.829475234676242651e-03,8.245026788717203445e-03,9.242726853419135427e-03,9.465769353867798525e-03,8.788561769657653872e-03,9.390006633448714710e-03,9.098350808613035745e-03,8.118308449144427674e-03,7.894086048248051199e-03,8.041232929202887098e-03,8.273893100524908756e-03,8.087503607225165342e-03,7.541243792028812752e-03,7.186441488414080890e-03
-1.925289085195198285e-02,-2.356554634772962259e-02,-2.388175822195042972e-02,-2.706803713549174595e-02,-3.067642317290018503e-02,-3.201100130954095263e-02,-3.075593707304294031e-02,-2.920701058131471364e-02,-2.793034910072744736e-02,-2.652465504072967079e-02,-2.721773408692438473e-02,-2.638928131929618379e-02,-2.528337139214046833e-02,-2.676267703305049497e-02,-2.855207049930869392e-02,-2.795035191273749151e-02,-2.613675363133803609e-02,-2.532665607849364162e-02,-2.676304472731995052e-02,-2.759168665425960551e-02,-2.833181751426549697e-02,-2.783105456609677106e-02,-2.794358714459074106e-02,-2.810773485194855911e-02,-2.714780704652413473e-02,-2.584701625575743997e-02,-2.373435417338937495e-02,-2.281021014516769127e-02,-2.295694238106954152e-02,-2.207586933166065524e-02
1.280895182795693463e-02,1.082926593335074503e-02,8.504381657712348219e-03,6.362437742790889861e-03,2.774801898381498017e-03,-2.757720689695437877e-03,-6.083533721822826680e-03,-5.066557594699302135e-03,-2.606589899275252222e-03,-4.493028571093809760e-04,1.041439443688542193e-03,3.194783157459857737e-03,5.499665705569007669e-03,8.123826076515525477e-03,9.594167402997346231e-03,1.070746253124541143e-02,1.132541010994066177e-02,1.173391946275468764e-02,1.219902259416660688e-02,1.319556679085004749e-02,1.426143022619400132e-02,1.398652272089041630e-02,1.380638043919200399e-02,1.433395658219766000e-02,1.397576595747661299e-02,1.326979909732282914e-02,1.303414080300385573e-02,1.336258658944431375e-02,1.481052765020827826e-02,1.621809660499566597e-02
-2.854635270545940323e-02,-3.043811413790157780e-02,-2.866948346221409247e-02,-2.326145165973961260e-02,-1.896978737396884385e-02,-1.562833596937816816e-02,-1.396962839698863076e-02,-1.366911557303856356e-02,-1.470925485500499709e-02,-1.567629031503628423e-02,-1.568416393828170330e-02,-1.747280510162050812e-02,-1.872962478081738671e-02,-1.709174193242695913e-02,-1.382383534070520323e-02,-1.197122552688120213e-02,-9.760748180559069079e-03,-3.833003548435550203e-03,1.109477055629936194e-03,2.479105197853281612e-03,1.642494326184874018e-03,7.302526328816107528e-04,4.928321922076775224e-04,2.797460522772753241e-04,-1.402006149413043319e-04,8.211073380925029523e-04,2.490801776227755202e-03,4.260340580044346369e-03,5.154055034210434233e-03,6.620273799331591671e-03
6.111540880304261285e-03,1.061147016880103697e-02,1.119231276325863451e-02,9.582906416264707142e-03,7.324077786853732362e-03,6.654936370490774529e-03,8.071677910711644310e-03,8.884757274413054851e-03,7.080268786154348890e-03,6.627046507029089005e-03,6.285978824173964544e-03,5.466554725433594476e-03,4.311266688153949853e-03,-4.052933359344301593e-04,-1.549669435735062445e-03,-2.764744052145975874e-03,-1.741163663756394031e-03,2.008457089111805559e-03,8.132862398790819628e-04,-1.522014360978757872e-03,-4.237367821232291068e-03,-5.278229711525440730e-03,-7.743817102972336448e-03,-1.089400821200654616e-02,-1.172738062963971616e-02,-1.244195849727392986e-02,-1.145537356755944348e-02,-9.990407055626780719e-03,-9.071831887132852240e-03,-8.841280071061245402e-03
2.579627065884468329e-02,2.887598939549208474e-02,2.796482038633893788e-02,2.623695484579042711e-02,2.168962993371272366e-02,1.455827587700027521e-02,1.036587278750821135e-02,8.694211638150470267e-03,7.579979331761169462e-03,6.809373237073489821e-03,7.326246604106282159e-03,8.127191245008772574e-03,6.598583030483971996e-03,6.781171212632298171e-04,-5.281907978635486632e-03,-5.379247626155976222e-03,-2.342829354259260213e-03,-1.976509507456165188e-03,-6.646145573380546172e-03,-8.941085440844809967e-03,-1.302469357914805108e-02,-1.653507157634906757e-02,-2.065794774845628942e-02,-2.320110512269324063e-02,-2.309888516894913202e-02,-2.228015481590668243e-02,-2.226680058672486293e-02,-2.176671005761551120e-02,-2.109967860298993594e-02,-2.078481608306789394e-02
-3.048758183700108967e-02,-2.840741562364086648e-02,-2.666340787437787227e-02,-2.577556370290394472e-02,-2.205349920251591447e-02,-1.879378733370067056e-02,-1.319042488738760704e-02,-8.110188744882569634e-03,-5.979110324300247400e-03,-3.659691366463451671e-03,-2.788678671687928531e-03,7.538573278255533000e-04,4.154855401440790165e-03,9.150727044854414446e-03,1.068669285989880778e-02,1.118294565377568085e-02,8.795823737012483517e-03,7.732133829447884917e-03,7.043627418988919302e-03,5.785307971965297259e-03,2.953344045345646183e-03,2.788859832326811075e-03,2.119408607705550954e-03,8.369429953956173014e-04,-1.563714350736661188e-03,-4.649915035040394322e-03,-5.331320530050983643e-03,-7.358207744689261934e-03,-9.159446017780216442e-03,-9.228627950326025869e-03
2.473602567000137038e-03,2.715871964815280422e-04,-1.810685565523951265e-03,-3.791710275284341115e-03,-1.461838090679105093e-03,5.067995368556303150e-03,5.817614376925293526e-03,1.382782432909167867e-03,-2.495767349406039989e-03,-4.552814668562352694e-03,-4.930404701500937410e-03,-8.252008947596561894e-03,-9.887974171608096552e-03,-9.050841746562555273e-03,-6.304511674697515361e-03,-7.703819887975540959e-03,-1.103734121393108204e-02,-1.084757092791162683e-02,-1.213469604567302303e-02,-1.420930433366164765e-02,-1.378144989948542135e-02,-1.259268452994844953e-02,-1.135484333598552747e-02,-9.746809691246737309e-03,-8.473488418325202109e-03,-7.170730099965447538e-03,-7.654424338021233350e-03,-7.722828459323945356e-03,-8.019622951194531682e-03,-8.565883820098766505e-03
